64, 64, 3
0, 0, 255, 255, 255
0, 1, 255, 255, 255
0, 2, 255, 255, 255
0, 3, 255, 255, 255
0, 4, 255, 255, 255
0, 5, 255, 255, 255
0, 6, 255, 255, 255
0, 7, 255, 255, 255
0, 8, 255, 255, 255
0, 9, 255, 255, 255
0, 10, 255, 255, 255
0, 11, 255, 255, 255
0, 12, 255, 255, 255
0, 13, 255, 255, 255
0, 14, 255, 255, 255
0, 15, 255, 255, 255
0, 16, 255, 255, 255
0, 17, 255, 255, 255
0, 18, 255, 255, 255
0, 19, 255, 255, 255
0, 20, 255, 255, 255
0, 21, 255, 255, 255
0, 22, 255, 255, 255
0, 23, 255, 255, 255
0, 24, 255, 255, 255
0, 25, 255, 255, 255
0, 26, 255, 255, 255
0, 27, 255, 255, 255
0, 28, 255, 255, 255
0, 29, 255, 255, 255
0, 30, 255, 255, 255
0, 31, 255, 255, 255
0, 32, 255, 255, 255
0, 33, 255, 255, 255
0, 34, 255, 255, 255
0, 35, 255, 255, 255
0, 36, 255, 255, 255
0, 37, 255, 255, 255
0, 38, 255, 255, 255
0, 39, 255, 255, 255
0, 40, 255, 255, 255
0, 41, 255, 255, 255
0, 42, 255, 255, 255
0, 43, 255, 255, 255
0, 44, 255, 255, 255
0, 45, 255, 255, 255
0, 46, 255, 255, 255
0, 47, 255, 255, 255
0, 48, 255, 255, 255
0, 49, 255, 255, 255
0, 50, 255, 255, 255
0, 51, 255, 255, 255
0, 52, 255, 255, 255
0, 53, 255, 255, 255
0, 54, 255, 255, 255
0, 55, 255, 255, 255
0, 56, 255, 255, 255
0, 57, 255, 255, 255
0, 58, 255, 255, 255
0, 59, 255, 255, 255
0, 60, 255, 255, 255
0, 61, 255, 255, 255
0, 62, 255, 255, 255
0, 63, 255, 255, 255
1, 0, 255, 255, 255
1, 1, 255, 255, 255
1, 2, 255, 255, 255
1, 3, 255, 255, 255
1, 4, 255, 255, 255
1, 5, 255, 255, 255
1, 6, 255, 255, 255
1, 7, 255, 255, 255
1, 8, 255, 255, 255
1, 9, 255, 255, 255
1, 10, 255, 255, 255
1, 11, 255, 255, 255
1, 12, 255, 255, 255
1, 13, 255, 255, 255
1, 14, 255, 255, 255
1, 15, 255, 255, 255
1, 16, 255, 255, 255
1, 17, 255, 255, 255
1, 18, 255, 255, 255
1, 19, 255, 255, 255
1, 20, 255, 255, 255
1, 21, 255, 255, 255
1, 22, 255, 255, 255
1, 23, 255, 255, 255
1, 24, 255, 255, 255
1, 25, 255, 255, 255
1, 26, 255, 255, 255
1, 27, 255, 255, 255
1, 28, 255, 255, 255
1, 29, 255, 255, 255
1, 30, 255, 255, 255
1, 31, 255, 255, 255
1, 32, 255, 255, 255
1, 33, 255, 255, 255
1, 34, 255, 255, 255
1, 35, 255, 255, 255
1, 36, 255, 255, 255
1, 37, 255, 255, 255
1, 38, 255, 255, 255
1, 39, 255, 255, 255
1, 40, 255, 255, 255
1, 41, 255, 255, 255
1, 42, 255, 255, 255
1, 43, 255, 255, 255
1, 44, 255, 255, 255
1, 45, 255, 255, 255
1, 46, 255, 255, 255
1, 47, 255, 255, 255
1, 48, 255, 255, 255
1, 49, 255, 255, 255
1, 50, 255, 255, 255
1, 51, 255, 255, 255
1, 52, 255, 255, 255
1, 53, 255, 255, 255
1, 54, 255, 255, 255
1, 55, 255, 255, 255
1, 56, 255, 255, 255
1, 57, 255, 255, 255
1, 58, 255, 255, 255
1, 59, 255, 255, 255
1, 60, 255, 255, 255
1, 61, 255, 255, 255
1, 62, 255, 255, 255
1, 63, 255, 255, 255
2, 0, 255, 255, 255
2, 1, 255, 255, 255
2, 2, 255, 255, 255
2, 3, 255, 255, 255
2, 4, 255, 255, 255
2, 5, 255, 255, 255
2, 6, 255, 255, 255
2, 7, 255, 255, 255
2, 8, 255, 255, 255
2, 9, 255, 255, 255
2, 10, 255, 255, 255
2, 11, 255, 255, 255
2, 12, 255, 255, 255
2, 13, 255, 255, 255
2, 14, 255, 255, 255
2, 15, 255, 255, 255
2, 16, 255, 255, 255
2, 17, 255, 255, 255
2, 18, 255, 255, 255
2, 19, 255, 255, 255
2, 20, 255, 255, 255
2, 21, 255, 255, 255
2, 22, 255, 255, 255
2, 23, 255, 255, 255
2, 24, 255, 255, 255
2, 25, 255, 255, 255
